"","date","NDVI_hectareID_12","NDVI_sd_hectareID_12","NDVI_hectareID_02","NDVI_sd_hectareID_02","NDVI_hectareID_06","NDVI_sd_hectareID_06","NDVI_hectareID_11","NDVI_sd_hectareID_11","NDVI_hectareID_63","NDVI_sd_hectareID_63","NDVI_hectareID_62","NDVI_sd_hectareID_62","NDVI_hectareID_61","NDVI_sd_hectareID_61","NDVI_hectareID_26","NDVI_sd_hectareID_26","NDVI_hectareID_25","NDVI_sd_hectareID_25","NDVI_hectareID_24","NDVI_sd_hectareID_24","NDVI_hectareID_23","NDVI_sd_hectareID_23","NDVI_hectareID_21","NDVI_sd_hectareID_21","NDVI_hectareID_22","NDVI_sd_hectareID_22","NDVI_hectareID_20","NDVI_sd_hectareID_20","NDVI_hectareID_64","NDVI_sd_hectareID_64","NDVI_hectareID_34","NDVI_sd_hectareID_34","NDVI_hectareID_33","NDVI_sd_hectareID_33","NDVI_hectareID_32","NDVI_sd_hectareID_32","NDVI_hectareID_31","NDVI_sd_hectareID_31","NDVI_hectareID_30","NDVI_sd_hectareID_30","NDVI_hectareID_29","NDVI_sd_hectareID_29","NDVI_hectareID_28","NDVI_sd_hectareID_28","NDVI_hectareID_42","NDVI_sd_hectareID_42","NDVI_hectareID_41","NDVI_sd_hectareID_41","NDVI_hectareID_39","NDVI_sd_hectareID_39","NDVI_hectareID_38","NDVI_sd_hectareID_38","NDVI_hectareID_37","NDVI_sd_hectareID_37","NDVI_hectareID_35","NDVI_sd_hectareID_35","NDVI_hectareID_50","NDVI_sd_hectareID_50","NDVI_hectareID_48","NDVI_sd_hectareID_48","NDVI_hectareID_47","NDVI_sd_hectareID_47","NDVI_hectareID_46","NDVI_sd_hectareID_46","NDVI_hectareID_45","NDVI_sd_hectareID_45","NDVI_hectareID_44","NDVI_sd_hectareID_44","NDVI_hectareID_43","NDVI_sd_hectareID_43","NDVI_hectareID_58","NDVI_sd_hectareID_58","NDVI_hectareID_57","NDVI_sd_hectareID_57","NDVI_hectareID_56","NDVI_sd_hectareID_56","NDVI_hectareID_55","NDVI_sd_hectareID_55","NDVI_hectareID_54","NDVI_sd_hectareID_54","NDVI_hectareID_52","NDVI_sd_hectareID_52","NDVI_hectareID_51","NDVI_sd_hectareID_51","NDVI_hectareID_59","NDVI_sd_hectareID_59","NDVI_hectareID_49","NDVI_sd_hectareID_49","NDVI_hectareID_53","NDVI_sd_hectareID_53"
"21",2019-05-14,NA,NA,0.881914,0,0.913761,0,0.900225,0,0.791014,0,NA,NA,NA,NA,0.888669,0,0.815267,0,NA,NA,0.817877,0,NA,NA,0.866385,0,NA,NA,NA,NA,NA,NA,NA,NA,0.852172,0,NA,NA,NA,NA,0.834818,0,0.852813,0,0.850555,0,0.863381,0,0.867992,0,NA,NA,0.839298,0,0.875307,0,0.85901,0,0.838523,0,NA,NA,0.848902,0,0.856707,0,NA,NA,0.879715,0,NA,NA,NA,NA,0.86561,0,NA,NA,0.90287,0,0.899154,0,NA,NA,NA,NA,0.858512,0,0.580479,0
"22",2019-05-24,0.855689,0,0.444497,0,0.877008,0,0.902289,0,0.779066,0,0.861421,0,0.795918,0,0.871866,0,0.773957,0,0.834748,0,0.79469,0,0.832243,0,0.860135,0,0.820663,0,0.832161,0,0.828896,0,0.845371,0,0.833507,0,0.785616,0,0.904067,0,0.794413,0,0.828726,0,0.858274,0,0.820585,0,0.849043,0,0.839291,0,0.800783,0,NA,NA,0.819636,0,0.801922,0,NA,NA,0.818321,0,0.833643,0,0.862702,0,0.859188,0,NA,NA,0.858804,0,0.859936,0,0.77761,0,0.889998,0,0.897384,0,0.860661,0,0.855,0,NA,NA,0.867984,0
"23",2019-05-29,0.879845,0,0.885915,0,0.917142,0,NA,NA,0.805158,0,0.900867,0,0.840755,0,0.886019,0,0.780287,0,0.880332,0,0.821952,0,0.854325,0,0.885436,0,0.840372,0,0.848813,0,0.848837,0,0.866129,0,0.859221,0,0.833565,0,0.93408,0,0.817513,0,0.860958,0,0.886277,0,0.868367,0,0.879794,0,0.874878,0,0.834016,0,0.896259,0,0.851528,0,NA,NA,0.859717,0,NA,NA,0.861755,0,0.889401,0,0.881832,0,0.869732,0,0.91007,0,0.876462,0,0.854629,0,0.906091,0,0.915961,0,0.894559,0,0.879201,0,0.877065,0,0.931117,0
"24",2019-06-03,0.850144,0,NA,NA,NA,NA,NA,NA,0.802503,0,0.892819,0,0.844749,0,0.866091,0,0.810419,0,0.869504,0,0.817348,0,0.853767,0,NA,NA,NA,NA,0.827942,0,0.84621,0,0.839445,0,0.85529,0,0.83052,0,NA,NA,0.800764,0,0.855429,0,0.886393,0,0.861889,0,NA,NA,0.866451,0,0.809715,0,0.895052,0,NA,NA,NA,NA,0.851111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890607,0,NA,NA,NA,NA,NA,NA,0.901159,0,NA,NA,0.886434,0,0.871895,0,NA,NA
"25",2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854749,0,NA,NA,NA,NA,NA,NA,NA,NA
"26",2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802165,0,0.853407,0,NA,NA,0.853198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833774,0,NA,NA
"27",2019-07-03,0.889769,0,0.862435,0,0.896661,0,0.901798,0,0.779295,0,0.89052,0,0.826747,0,0.775281,0,0.801418,0,0.88084,0,0.795761,0,0.836686,0,0.887819,0,0.803686,0,0.8236,0,0.825,0,0.838369,0,0.838717,0,0.495462,0,0.919305,0,0.767843,0,0.851968,0,0.869038,0,0.85292,0,0.866616,0,0.827784,0,0.80601,0,0.88505,0,0.825466,0,0.795018,0,0.8579,0,0.816111,0,0.833802,0,0.867565,0,0.862095,0,0.80245,0,0.905999,0,0.868829,0,0.836451,0,0.867664,0,0.907616,0,0.875969,0,0.853869,0,0.865717,0,0.928854,0
"28",2019-07-08,0.673194,0,0.861704,0,0.897436,0,0.894436,0,0.774762,0,0.876738,0,0.805741,0,0.353204,0,0.778042,0,NA,NA,0.773093,0,0.827237,0,0.77628,0,0.784213,0,0.804629,0,0.805366,0,0.665599,0,0.822802,0,0.812965,0,0.714488,0,0.728761,0,0.812487,0,0.847134,0,0.836822,0,0.863716,0,0.809992,0,0.77916,0,0.818823,0,0.803265,0,0.775309,0,0.798684,0,0.753467,0,0.658998,0,0.851081,0,0.849013,0,0.760247,0,0.731041,0,0.864296,0,0.784908,0,0.881683,0,0.900541,0,0.819605,0,0.807707,0,0.823529,0,0.872978,0
"29",2019-07-13,NA,NA,NA,NA,0.908965,0,NA,NA,NA,NA,0.900576,0,NA,NA,0.721439,0,0.794337,0,NA,NA,0.717854,0,0.819201,0,0.702564,0,NA,NA,NA,NA,0.783626,0,NA,NA,0.81246,0,0.819142,0,0.919534,0,0.731513,0,0.831753,0,0.884677,0,NA,NA,NA,NA,0.82,0,NA,NA,0.892049,0,NA,NA,0.796774,0,0.840087,0,NA,NA,0.833268,0,0.857672,0,0.862233,0,0.77118,0,NA,NA,NA,NA,0.818182,0,0.893822,0,NA,NA,0.84885,0,0.844903,0,0.869091,0,NA,NA
"30",2019-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
