"","date","EVI2_hectareID_27","EVI2_sd_hectareID_27","EVI2_hectareID_26","EVI2_sd_hectareID_26","EVI2_hectareID_17","EVI2_sd_hectareID_17","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_09","EVI2_sd_hectareID_09","EVI2_hectareID_11","EVI2_sd_hectareID_11","EVI2_hectareID_31","EVI2_sd_hectareID_31","EVI2_hectareID_07","EVI2_sd_hectareID_07","EVI2_hectareID_08","EVI2_sd_hectareID_08","EVI2_hectareID_12","EVI2_sd_hectareID_12","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_25","EVI2_sd_hectareID_25","EVI2_hectareID_28","EVI2_sd_hectareID_28","EVI2_hectareID_18","EVI2_sd_hectareID_18","EVI2_hectareID_03","EVI2_sd_hectareID_03","EVI2_hectareID_30","EVI2_sd_hectareID_30","EVI2_hectareID_14","EVI2_sd_hectareID_14","EVI2_hectareID_04","EVI2_sd_hectareID_04","EVI2_hectareID_06","EVI2_sd_hectareID_06","EVI2_hectareID_20","EVI2_sd_hectareID_20","EVI2_hectareID_23","EVI2_sd_hectareID_23","EVI2_hectareID_05","EVI2_sd_hectareID_05","EVI2_hectareID_16","EVI2_sd_hectareID_16","EVI2_hectareID_01","EVI2_sd_hectareID_01","EVI2_hectareID_21","EVI2_sd_hectareID_21","EVI2_hectareID_02","EVI2_sd_hectareID_02","EVI2_hectareID_15","EVI2_sd_hectareID_15","EVI2_hectareID_13","EVI2_sd_hectareID_13","EVI2_hectareID_22","EVI2_sd_hectareID_22","EVI2_hectareID_19","EVI2_sd_hectareID_19","EVI2_hectareID_10","EVI2_sd_hectareID_10","EVI2_hectareID_29","EVI2_sd_hectareID_29"
"112",2021-06-24,NA,NA,NA,NA,NA,NA,NA,NA,0.535156,0,NA,NA,NA,NA,0.57118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507383,0,NA,NA,NA,NA,NA,NA,NA,NA,0.524534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2021-07-04,NA,NA,0.450153,0,0.47057,0,0.34291,0,0.482728,0,0.436971,0,NA,NA,0.514364,0,0.502899,0,0.437291,0,0.461771,0,NA,NA,0.479366,0,0.445706,0,0.502034,0,NA,NA,0.457528,0,0.539039,0,0.488696,0,0.462222,0,0.446384,0,0.494927,0,0.485762,0,0.496666,0,0.473576,0,0.435545,0,0.463039,0,0.46784,0,0.495158,0,0.489943,0,0.457529,0,0.4667,0
"114",2021-07-09,0.455066,0,0.424696,0,0.457465,0,0.472162,0,0.479665,0,0.435914,0,0.471698,0,0.50697,0,0.496609,0,0.436786,0,0.45479,0,0.470261,0,0.480058,0,0.437879,0,0.497211,0,0.475602,0,0.455957,0,0.534138,0,0.487616,0,0.450306,0,0.433804,0,0.491907,0,0.481852,0,0.494561,0,0.466485,0,0.466211,0,0.459924,0,0.465415,0,0.487898,0,0.487211,0,0.455639,0,0.453755,0
"115",2021-07-14,NA,NA,0.479635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2021-07-19,0.311252,0,NA,NA,NA,NA,0.215868,0,0.488581,0,0.465487,0,NA,NA,NA,NA,0.422452,0,0.457832,0,NA,NA,0.503899,0,NA,NA,NA,NA,0.529218,0,0.259663,0,0.476593,0,0.545398,0,NA,NA,0.248611,0,0.489657,0,NA,NA,0.164093,0,0.501118,0,0.528412,0,0.471792,0,0.502708,0,0.18163,0,0.487382,0,NA,NA,0.481702,0,NA,NA
"117",2021-07-24,NA,NA,NA,NA,NA,NA,NA,NA,0.502516,0,NA,NA,NA,NA,0.54049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594492,0,0.538848,0,NA,NA,NA,NA,0.499295,0,NA,NA,0.532463,0,NA,NA,0.49367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2021-07-29,0.454931,0,0.40998,0,0.447215,0,0.455644,0,0.467309,0,0.429446,0,0.458709,0,0.487537,0,0.476602,0,0.423822,0,0.444628,0,0.454481,0,0.468323,0,0.429059,0,0.483328,0,0.462423,0,0.443042,0,0.516521,0,0.471985,0,0.441947,0,0.426261,0,0.475138,0,0.465621,0,0.478893,0,0.455862,0,0.458318,0,0.448914,0,0.453841,0,0.476299,0,0.47171,0,0.443495,0,0.444715,0
"119",2021-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52293,0,NA,NA,NA,NA
"120",2021-08-28,NA,NA,NA,NA,0.505065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2021-09-12,NA,NA,0.450628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528402,0,NA,NA,0.479785,0,NA,NA,0.548075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523593,0,NA,NA,NA,NA
"122",2021-09-17,NA,NA,NA,NA,NA,NA,NA,NA,0.491944,0,0.506468,0,NA,NA,0.540501,0,NA,NA,NA,NA,0.517158,0,0.524753,0,NA,NA,0.508753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547788,0,0.524906,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2021-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519529,0
"124",2021-10-17,NA,NA,0.496685,0,NA,NA,NA,NA,NA,NA,0.514298,0,NA,NA,NA,NA,NA,NA,0.506267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513722,0,NA,NA,NA,NA,0.508782,0,0.519856,0,NA,NA,NA,NA,NA,NA,NA,NA
"125",2021-11-11,NA,NA,NA,NA,0.339637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2021-11-26,0.571672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2021-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2021-12-16,0.547307,0,0.493785,0,0.56027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2021-12-31,NA,NA,0.514004,0,NA,NA,0.510318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576336,0,0.620954,0,0.598546,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
