system:index,bottom,id,left,mean_slope,right,top,.geo
00000000000000000007,-18.934543988000012,6838,-40.224458092000006,9.037,-40.22356209200001,-18.93364798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.22445809830141,-18.934542555023036],[-40.22356184668094,-18.934542561426365],[-40.22356184668093,-18.933646262945064],[-40.22445809830141,-18.933646264996142],[-40.22445809830141,-18.934542555023036]]]}"
00000000000000000076,-19.03937598800001,58552,-39.979850092,2.182,-39.978954092,-19.03847998800001,"{""type"":""Polygon"",""coordinates"":[[[-39.97984971105828,-19.039376017916744],[-39.978953392408776,-19.039376059913245],[-39.978953392408776,-19.03847974719129],[-39.97984971105828,-19.038479713573768],[-39.97984971105828,-19.039376017916744]]]}"
00000000000000000033,-19.00443198800001,20713,-40.159050092,2.469,-40.158154092,-19.003535988000014,"{""type"":""Polygon"",""coordinates"":[[[-40.15905206334975,-19.004430047107473],[-40.1581557637642,-19.0044300252624],[-40.15815576376419,-19.00353380943435],[-40.159052063349755,-19.003533765162356],[-40.15905206334975,-19.004430047107473]]]}"
00000000000000000041,-19.00443198800001,26194,-40.133066092,1.626,-40.132170092,-19.003535988000014,"{""type"":""Polygon"",""coordinates"":[[[-40.13306437828757,-19.00443004165538],[-40.13216807910143,-19.004430040268733],[-40.13216807910143,-19.003533803791214],[-40.13306437828757,-19.003533813601006],[-40.13306437828757,-19.00443004165538]]]}"
00000000000000000051,-19.002639988000013,33185,-40.099914092000006,2.26,-40.09901809200001,-19.001743988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.09991541656495,-19.002641951317827],[-40.099019167643576,-19.002641939241247],[-40.09901916764359,-19.001745696570946],[-40.09991541656495,-19.001745717061183],[-40.09991541656495,-19.002641951317827]]]}"
00000000000000000065,-19.002639988000013,45659,-40.040778092,2.326,-40.039882092000006,-19.001743988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.0407788223222,-19.00264194004861],[-40.039882549898074,-19.002641975670937],[-40.039882549898074,-19.00174570069654],[-40.0407788223222,-19.00174567347221],[-40.0407788223222,-19.00264194004861]]]}"
00000000000000000070,-19.002639988000013,53975,-40.001354092,1.948,-40.000458092,-19.001743988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.001355950999944,-19.002641927226225],[-40.000459639011,-19.002641927188126],[-40.000459639011,-19.00174565635009],[-40.001355950999944,-19.00174566477548],[-40.001355950999944,-19.002641927226225]]]}"
0000000000000000006e,-19.037583988000012,53636,-40.003146092,6.396,-40.00225009200001,-19.03668798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.00314399366034,-19.0375834930272],[-40.00225217134768,-19.0375834987222],[-40.00225217134768,-19.036687186591216],[-40.003143993660345,-19.036687189239572],[-40.00314399366034,-19.0375834930272]]]}"
00000000000000000005,-18.96590398800001,5739,-40.22983409200001,5.946,-40.22893809200001,-18.96500798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.22983579215464,-18.965903453979017],[-40.22893954364854,-18.965903440483157],[-40.22893954364854,-18.965007145423492],[-40.22983579215464,-18.96500716737253],[-40.22983579215464,-18.965903453979017]]]}"
00000000000000000004,-19.00084798800001,5022,-40.233418092,6.647,-40.232522092,-18.999951988000014,"{""type"":""Polygon"",""coordinates"":[[[-40.23341643910957,-19.000849406239176],[-40.232520166630685,-19.000849394460847],[-40.232520166630685,-18.999953147481577],[-40.23341643910957,-18.999953093223215],[-40.23341643910957,-19.000849406239176]]]}"
0000000000000000006d,-19.00084798800001,52461,-40.008522092,2.648,-40.007626092,-18.999951988000014,"{""type"":""Polygon"",""coordinates"":[[[-40.008521660563545,-19.000849388852487],[-40.00762545525466,-19.000849420613967],[-40.00762545525466,-18.999953149010835],[-40.008521660563545,-18.999953125637898],[-40.008521660563545,-19.000849388852487]]]}"
00000000000000000071,-19.03579198800001,54579,-39.998666092,3.598,-39.997770092,-19.03489598800001,"{""type"":""Polygon"",""coordinates"":[[[-39.99866705331255,-19.035790945522763],[-39.997770779606014,-19.03579091843049],[-39.997770779606014,-19.03489464584266],[-39.99866705331255,-19.034894681318345],[-39.99866705331255,-19.035790945522763]]]}"
0000000000000000001b,-18.96411198800001,12919,-40.195786092000006,4.157,-40.19489009200001,-18.96321598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.19578609418069,-18.964110886173945],[-40.19488980061921,-18.96411087583306],[-40.19488980061921,-18.96321456470737],[-40.19578609418069,-18.963214583492707],[-40.19578609418069,-18.964110886173945]]]}"
0000000000000000000b,-18.999055988000013,8044,-40.219082092,2.164,-40.218186092,-18.998159988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.21908046384084,-18.999056861738836],[-40.2181841311222,-18.999056844114335],[-40.21818413112219,-18.998160543358804],[-40.21908046384084,-18.99816056943159],[-40.21908046384084,-18.999056861738836]]]}"
0000000000000000003e,-18.999055988000013,25054,-40.138442092000005,3.578,-40.13754609200001,-18.998159988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.13844204726558,-18.999056819851262],[-40.137545750641124,-18.99905682472295],[-40.137545750641124,-18.998160584789677],[-40.13844204726558,-18.998160588343094],[-40.13844204726558,-18.999056819851262]]]}"
00000000000000000068,-18.999055988000013,48301,-40.028234092000005,2.161,-40.02733809200001,-18.998159988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.02823534851913,-18.99905687376913],[-40.02733912380191,-18.999056804688706],[-40.02733912380191,-18.998160575192305],[-40.02823534851913,-18.998160578018656],[-40.02823534851913,-18.99905687376913]]]}"
00000000000000000011,-19.033999988000012,10162,-40.209226092,6.727,-40.20833009200001,-19.03310398800001,"{""type"":""Polygon"",""coordinates"":[[[-40.20922583477703,-19.033998346056084],[-40.20832958758236,-19.033998380749413],[-40.20832958758236,-19.033102077136576],[-40.20922583477703,-19.03310205088536],[-40.20922583477703,-19.033998346056084]]]}"
00000000000000000018,-19.033999988000012,12241,-40.199370092,7.963,-40.198474092000005,-19.03310398800001,"{""type"":""Polygon"",""coordinates"":[[[-40.199371211505,-19.033998399006762],[-40.1984749719307,-19.033998326059212],[-40.1984749719307,-19.033102078685918],[-40.199371211505,-19.033102085546876],[-40.199371211505,-19.033998399006762]]]}"
00000000000000000045,-19.06894398800001,28156,-40.124106092000005,7.296,-40.12321009200001,-19.06804798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.12410601680392,-19.06894431412747],[-40.12320973953399,-19.068944369825143],[-40.123209739534,-19.068048102683456],[-40.12410601680392,-19.068048055401462],[-40.12410601680392,-19.06894431412747]]]}"
00000000000000000069,-19.03220798800001,48905,-40.025546092000006,2.285,-40.02465009200001,-19.03131198800001,"{""type"":""Polygon"",""coordinates"":[[[-40.025546556017716,-19.03220577225601],[-40.02465029121919,-19.032205771372738],[-40.024650291219196,-19.031313944872185],[-40.025546556017716,-19.031313954104988],[-40.025546556017716,-19.03220577225601]]]}"
00000000000000000012,-18.96052798800001,10269,-40.20833009200001,5.327,-40.20743409200001,-18.95963198800001,"{""type"":""Polygon"",""coordinates"":[[[-40.20832958758236,-18.960530232075076],[-40.20743324885137,-18.96053018479662],[-40.20743324885137,-18.959633931227163],[-40.20832958758236,-18.959633912459086],[-40.20832958758236,-18.960530232075076]]]}"
00000000000000000025,-18.995471988000013,15411,-40.184138092000005,4.243,-40.18324209200001,-18.994575988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.18413892381688,-18.995471698596987],[-40.183242689109704,-18.9954716947653],[-40.183242689109704,-18.99457545118748],[-40.18413892381688,-18.99457546345665],[-40.18413892381688,-18.995471698596987]]]}"
00000000000000000028,-18.995471988000013,16545,-40.178762092,4.325,-40.177866092,-18.994575988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.178761235240934,-18.99547175374099],[-40.1778649976992,-18.995471693134245],[-40.1778649976992,-18.994575473461886],[-40.178761235240934,-18.99457546797535],[-40.178761235240934,-18.99547175374099]]]}"
0000000000000000006c,-18.995471988000013,50565,-40.017482092,2.113,-40.01658609200001,-18.994575988000012,"{""type"":""Polygon"",""coordinates"":[[[-40.01748000503637,-18.995471734701223],[-40.0165882385771,-18.99547170949347],[-40.0165882385771,-18.994575467675237],[-40.01748000503637,-18.994575426577523],[-40.01748000503637,-18.995471734701223]]]}"
0000000000000000000a,-19.030415988000012,7701,-40.220874092,3.654,-40.219978092000005,-19.02951998800001,"{""type"":""Polygon"",""coordinates"":[[[-40.22087301071679,-19.0304176732724],[-40.21997670502886,-19.030417739876793],[-40.219976705028856,-19.029521410601827],[-40.22087301071679,-19.029521426950975],[-40.22087301071679,-19.0304176732724]]]}"
0000000000000000003a,-19.030415988000012,23766,-40.144714092,3.368,-40.143818092,-19.02951998800001,"{""type"":""Polygon"",""coordinates"":[[[-40.14471598134709,-19.030417741360548],[-40.14381977888584,-19.03041771077416],[-40.14381977888584,-19.02952141012867],[-40.14471598134709,-19.02952144913888],[-40.14471598134709,-19.030417741360548]]]}"
00000000000000000067,-19.030415988000012,47202,-40.033610092,4.65,-40.032714092000006,-19.02951998800001,"{""type"":""Polygon"",""coordinates"":[[[-40.03360858157178,-19.030417696162733],[-40.03271228044679,-19.03041769913671],[-40.03271228044679,-19.02952140059346],[-40.03360858157178,-19.029521406013593],[-40.03360858157178,-19.030417696162733]]]}"
0000000000000000007d,-19.06535998800001,69165,-39.929674092000006,3.154,-39.92877809200001,-19.06446398800001,"{""type"":""Polygon"",""coordinates"":[[[-39.92967588482505,-19.065359244488715],[-39.928779605025625,-19.065359210010076],[-39.928779605025625,-19.06446292866647],[-39.92967588482505,-19.064462971507194],[-39.92967588482505,-19.065359244488715]]]}"
00000000000000000053,-18.99367998800001,33742,-40.097226092,3.376,-40.096330092,-18.992783988000006,"{""type"":""Polygon"",""coordinates"":[[[-40.09722662954699,-18.993679157810952],[-40.09633034037238,-18.99367919254311],[-40.09633034037238,-18.992782884342986],[-40.097226629546995,-18.992782858025645],[-40.09722662954699,-18.993679157810952]]]}"
0000000000000000004b,-19.02862398800001,30190,-40.114250092000006,4.769,-40.11335409200001,-19.02772798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.114251464058256,-19.02862517071434],[-40.11335519537311,-19.02862511318007],[-40.11335519537311,-19.027728831457686],[-40.114251464058256,-19.02772882281798],[-40.114251464058256,-19.02862517071434]]]}"
00000000000000000022,-18.95694398800001,14801,-40.186826092,1.677,-40.18593009200001,-18.95604798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.18682778120217,-18.956945081766534],[-40.18593150889492,-18.956945126230302],[-40.18593150889492,-18.956048832958146],[-40.18682778120217,-18.956048796936777],[-40.18682778120217,-18.956945081766534]]]}"
00000000000000000044,-18.991887988000013,27692,-40.125898092,2.527,-40.125002092,-18.99099198800001,"{""type"":""Polygon"",""coordinates"":[[[-40.12589860916616,-18.991886630317655],[-40.12500235877463,-18.99188657103816],[-40.12500235877463,-18.99099031526842],[-40.12589860916616,-18.99099030840053],[-40.12589860916616,-18.991886630317655]]]}"
00000000000000000049,-18.991887988000013,29771,-40.116042092,4.73,-40.115146092,-18.99099198800001,"{""type"":""Polygon"",""coordinates"":[[[-40.116043961137166,-18.991886624918557],[-40.11514771931304,-18.991886607431795],[-40.11514771931304,-18.990990333648213],[-40.116043961137166,-18.99099035955417],[-40.116043961137166,-18.991886624918557]]]}"
00000000000000000000,-19.026831988000012,3161,-40.242378092,1.783,-40.241482092000005,-19.02593598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.242379277790185,-19.02683259358388],[-40.2414829846189,-19.026832555907436],[-40.2414829846189,-19.02593629403122],[-40.242379277790185,-19.025936265670325],[-40.242379277790185,-19.02683259358388]]]}"
0000000000000000001d,-19.026831988000012,13367,-40.19399409200001,3.767,-40.19309809200001,-19.02593598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.193993571610925,-19.02683256772635],[-40.193097251059456,-19.02683261434808],[-40.193097251059456,-19.025936343623478],[-40.193993571610925,-19.025936305440645],[-40.193993571610925,-19.02683256772635]]]}"
00000000000000000048,-19.06177598800001,29660,-40.116938092000005,1.931,-40.11604209200001,-19.06087998800001,"{""type"":""Polygon"",""coordinates"":[[[-40.11694026768006,-19.06177408311878],[-40.116043961137166,-19.061774077024726],[-40.116043961137166,-19.060877844225665],[-40.11694026768006,-19.060877858733722],[-40.11694026768006,-19.06177408311878]]]}"
00000000000000000001,-18.99009598800001,3498,-40.240586092,2.21,-40.239690092,-18.989199988000006,"{""type"":""Polygon"",""coordinates"":[[[-40.240586677914735,-18.990094049330345],[-40.23969043566695,-18.990094079575],[-40.23969043566695,-18.989197792579233],[-40.240586677914735,-18.98919777078878],[-40.240586677914735,-18.990094049330345]]]}"
00000000000000000010,-18.99009598800001,9735,-40.211018092,3.777,-40.210122092000006,-18.989199988000006,"{""type"":""Polygon"",""coordinates"":[[[-40.211018366676555,-18.990094088172093],[-40.21012214649409,-18.99009401946615],[-40.21012214649409,-18.989197751663525],[-40.211018366676555,-18.98919775431282],[-40.211018366676555,-18.990094088172093]]]}"
00000000000000000042,-19.02503998800001,26217,-40.133066092,9.124,-40.132170092,-19.02414398800001,"{""type"":""Polygon"",""coordinates"":[[[-40.13306437828757,-19.02504005534975],[-40.13216807910144,-19.02504002392856],[-40.13216807910143,-19.02414378338521],[-40.13306437828757,-19.024143748653763],[-40.13306437828757,-19.02504005534975]]]}"
00000000000000000019,-18.988303988000013,12379,-40.198474092000005,3.322,-40.19757809200001,-18.98740798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.1984749719307,-18.98830591942943],[-40.19757864081522,-18.988305952011245],[-40.19757864081523,-18.987409647410825],[-40.1984749719307,-18.987409697783818],[-40.1984749719307,-18.98830591942943]]]}"
00000000000000000027,-19.023247988000012,16198,-40.180554092,7.904,-40.179658092,-19.02235198800001,"{""type"":""Polygon"",""coordinates"":[[[-40.180553826014815,-19.02324749350549],[-40.1796575373696,-19.023247503191193],[-40.1796575373696,-19.022351194154165],[-40.180553826014815,-19.022351192903844],[-40.180553826014815,-19.02324749350549]]]}"
0000000000000000002a,-18.98651198800001,16724,-40.177866092,2.581,-40.176970092000005,-18.985615988000006,"{""type"":""Polygon"",""coordinates"":[[[-40.177864997699196,-18.98651337761209],[-40.176968668605745,-18.986513395939287],[-40.17696866860574,-18.985617127712764],[-40.1778649976992,-18.985617117823246],[-40.177864997699196,-18.98651337761209]]]}"
0000000000000000003b,-19.05639998800001,23984,-40.143818092,4.004,-40.142922092000006,-19.05550398800001,"{""type"":""Polygon"",""coordinates"":[[[-40.14381977888584,-19.05640087183829],[-40.14292348485648,-19.05640087594658],[-40.14292348485648,-19.05550461752991],[-40.14381977888584,-19.05550462184366],[-40.14381977888584,-19.05640087183829]]]}"
0000000000000000001a,-19.019663988000012,12603,-40.197578092,8.705,-40.196682092,-19.01876798800001,"{""type"":""Polygon"",""coordinates"":[[[-40.19757864081522,-19.01966238454101],[-40.19668237424613,-19.019662387999954],[-40.19668237424613,-19.018766103851412],[-40.19757864081522,-19.01876610883241],[-40.19757864081522,-19.01966238454101]]]}"
00000000000000000020,-18.98292798800001,13885,-40.191306092000005,2.733,-40.19041009200001,-18.982031988000006,"{""type"":""Polygon"",""coordinates"":[[[-40.19130472557638,-18.98292827262713],[-40.190408442596464,-18.98292823986386],[-40.190408442596464,-18.98203196293392],[-40.19130472557639,-18.982032004138357],[-40.19130472557638,-18.98292827262713]]]}"
0000000000000000000c,-19.017871988000014,9010,-40.214602092,4.642,-40.213706092,-19.01697598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.21460350245309,-19.017869809152284],[-40.213707258279165,-19.017869748777386],[-40.213707258279165,-19.01697795332299],[-40.214603502453095,-19.016977947592014],[-40.21460350245309,-19.017869809152284]]]}"
00000000000000000023,-19.017871988000014,15058,-40.185930092,3.591,-40.185034092,-19.01697598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.18593150889492,-19.017869797973514],[-40.18503522309972,-19.01786981387882],[-40.18503522309972,-19.016977973305764],[-40.18593150889492,-19.01697796579571],[-40.18593150889492,-19.017869797973514]]]}"
00000000000000000035,-19.017871988000014,21484,-40.155466092000005,1.659,-40.15457009200001,-19.01697598800001,"{""type"":""Polygon"",""coordinates"":[[[-40.155466940407685,-19.017869810052105],[-40.1545706650603,-19.017869795425685],[-40.1545706650603,-19.016977967821727],[-40.15546694040768,-19.01697799083466],[-40.155466940407685,-19.017869810052105]]]}"
